IP:PORT,Delay(ms)
162.159.192.156:878,164
162.159.192.209:2408,164
162.159.192.47:3854,164
162.159.192.171:1070,164
162.159.192.30:2408,164
162.159.192.56:3138,164
162.159.192.97:2371,164
162.159.192.209:988,164
162.159.192.95:1843,164
162.159.192.33:3476,164
162.159.192.228:1387,164
162.159.192.250:4233,164
162.159.192.8:934,164
162.159.192.100:3854,164
162.159.192.199:987,164
162.159.192.76:943,164
162.159.192.13:968,164
162.159.192.57:1843,164
162.159.192.111:943,164
162.159.192.77:891,164
162.159.192.53:2506,164
162.159.192.181:864,164
162.159.192.157:8886,164
162.159.192.165:878,164
162.159.192.37:1387,164
162.159.192.42:946,164
162.159.192.131:968,164
162.159.192.254:7103,164
162.159.192.222:903,164
162.159.192.24:4233,164
162.159.192.30:5279,164
162.159.192.187:4177,164
162.159.192.109:4500,164
162.159.192.173:1010,164
162.159.192.186:928,164
162.159.192.219:8319,164
162.159.192.11:3854,164
162.159.192.145:3854,164
162.159.192.109:7559,164
162.159.192.239:1074,164
162.159.192.83:880,164
162.159.192.97:1002,164
162.159.192.196:2371,164
162.159.192.194:988,164
162.159.192.84:7152,164
162.159.192.57:891,164
162.159.192.59:3138,164
162.159.192.45:894,164
162.159.192.193:8319,164
162.159.192.179:946,164
162.159.192.253:2506,164
162.159.192.214:1002,164
162.159.192.89:8854,165
162.159.192.140:8319,165
162.159.192.12:1002,165
162.159.192.181:943,165
162.159.192.76:894,165
162.159.192.70:987,165
162.159.192.139:5956,165
162.159.192.110:928,165
162.159.192.209:894,165
162.159.192.21:7103,165
162.159.192.22:5956,165
162.159.192.204:7156,165
162.159.192.168:4177,165
162.159.192.57:903,165
162.159.192.23:2506,165
162.159.192.149:4177,165
162.159.192.170:3476,165
162.159.192.200:8854,165
162.159.192.147:1074,165
162.159.192.108:890,165
162.159.192.76:939,165
162.159.192.115:908,165
162.159.192.80:945,165
162.159.192.183:4233,165
162.159.192.28:4500,165
162.159.192.123:955,165
162.159.192.140:854,165
162.159.192.11:2506,165
162.159.192.118:880,165
162.159.192.191:8886,165
162.159.192.200:2408,165
162.159.192.204:8854,165
162.159.192.155:7559,165
162.159.192.127:5279,165
162.159.192.186:859,165
162.159.192.166:1387,165
162.159.192.81:928,165
162.159.192.185:942,165
162.159.192.140:3138,165
162.159.192.53:1014,165
162.159.192.243:1843,165
162.159.192.39:7156,165
162.159.192.118:1002,165
162.159.192.33:946,165
162.159.192.177:1387,165
162.159.192.225:878,165
162.159.192.99:1014,165
162.159.192.205:2408,165
162.159.192.112:894,165
162.159.192.96:908,165
162.159.192.137:878,165
162.159.192.54:934,165
162.159.192.143:988,165
162.159.192.225:1074,165
162.159.192.132:5956,165
162.159.192.73:890,165
162.159.192.114:1070,165
162.159.192.225:8319,165
162.159.192.240:1010,165
162.159.192.140:4233,165
162.159.192.155:908,165
162.159.192.233:5956,165
162.159.192.235:2408,165
162.159.192.43:5279,165
162.159.192.83:955,165
162.159.192.30:903,165
162.159.192.52:1180,165
162.159.192.227:5279,165
162.159.192.96:7156,165
162.159.192.24:943,165
162.159.192.114:1387,165
162.159.192.219:891,165
162.159.192.186:2371,165
162.159.192.219:3854,165
162.159.192.246:3138,165
162.159.192.183:2506,165
162.159.192.242:1387,165
162.159.192.208:1074,165
162.159.192.104:891,165
162.159.192.216:5956,165
162.159.192.91:1074,165
162.159.192.228:4177,165
162.159.192.42:891,165
162.159.192.199:908,165
162.159.192.219:928,165
162.159.192.212:891,165
162.159.192.17:500,165
162.159.192.169:942,165
162.159.192.50:968,165
162.159.192.22:908,165
162.159.192.112:1180,165
162.159.192.194:2371,165
162.159.192.54:1014,165
162.159.192.49:890,165
162.159.192.105:7559,165
162.159.192.174:908,165
162.159.192.184:8742,165
162.159.192.190:987,165
162.159.192.236:928,165
162.159.192.227:1387,165
162.159.192.164:4500,165
162.159.192.119:928,165
162.159.192.57:3476,165
162.159.192.44:1014,165
162.159.192.172:3581,165
162.159.192.75:7152,165
162.159.192.97:1701,165
162.159.192.209:5279,165
162.159.192.96:854,165
162.159.192.168:880,165
162.159.192.114:2408,165
162.159.192.27:7152,165
162.159.192.246:4198,165
162.159.192.123:7281,165
162.159.192.76:1014,165
162.159.192.173:908,165
162.159.192.248:5279,165
162.159.192.97:5279,165
162.159.192.11:955,165
162.159.192.96:1002,165
162.159.192.47:5956,165
162.159.192.161:7152,165
162.159.192.105:7103,165
162.159.192.125:1070,165
162.159.192.31:2408,165
162.159.192.73:7559,165
162.159.192.24:7559,165
162.159.192.64:1180,165
162.159.192.87:500,165
162.159.192.82:1018,165
162.159.192.89:7152,165
162.159.192.33:1010,165
162.159.192.71:4198,165
162.159.192.251:7103,165
162.159.192.56:988,165
162.159.192.130:3581,165
162.159.192.38:880,165
162.159.192.252:2506,165
162.159.192.69:943,165
162.159.192.54:908,165
162.159.192.242:928,165
162.159.192.66:7559,165
162.159.192.59:3476,165
162.159.192.25:500,165
162.159.192.173:5279,165
162.159.192.95:894,165
162.159.192.85:7156,165
162.159.192.239:8742,165
162.159.192.94:943,165
162.159.192.194:1018,165
162.159.192.190:7103,165
162.159.192.30:939,165
162.159.192.84:1843,165
162.159.192.228:908,165
162.159.192.49:8319,165
162.159.192.62:890,165
162.159.192.236:891,165
162.159.192.196:934,165
162.159.192.183:1180,165
162.159.192.68:4233,165
162.159.192.51:968,165
162.159.192.43:878,165
162.159.192.143:3854,165
162.159.192.71:987,165
162.159.192.227:7559,165
162.159.192.155:7281,165
162.159.192.162:4233,165
162.159.192.58:2408,165
162.159.192.29:1002,165
162.159.192.5:2408,165
162.159.192.104:987,165
162.159.192.157:7281,165
162.159.192.128:1014,165
162.159.192.197:1018,165
162.159.192.141:903,165
162.159.192.72:3138,165
162.159.192.77:7559,165
162.159.192.198:968,165
162.159.192.179:8854,165
162.159.192.30:987,165
162.159.192.76:2408,165
162.159.192.191:934,165
162.159.192.100:934,165
162.159.192.220:1014,165
162.159.192.156:942,165
162.159.192.138:1002,165
162.159.192.157:939,165
162.159.192.93:500,165
162.159.192.174:934,165
162.159.192.27:968,165
162.159.192.86:942,165
162.159.192.191:7156,165
162.159.192.245:3854,165
162.159.192.164:3581,165
162.159.192.43:890,165
162.159.192.56:1387,165
162.159.192.0:939,165
162.159.192.251:3581,165
162.159.192.61:1070,165
162.159.192.166:2408,165
162.159.192.164:890,165
162.159.192.247:908,165
162.159.192.173:945,165
162.159.192.63:7281,165
162.159.192.59:4233,165
162.159.192.156:934,165
162.159.192.191:7152,165
162.159.192.243:890,165
162.159.192.174:3581,165
162.159.192.221:7281,165
162.159.192.24:1018,165
162.159.192.46:968,165
162.159.192.84:1014,165
162.159.192.116:2371,165
162.159.192.123:1002,165
162.159.192.156:1074,165
162.159.192.147:854,165
162.159.192.96:1701,165
162.159.192.98:1014,165
162.159.192.112:3476,165
162.159.192.222:891,165
162.159.192.128:4177,165
162.159.192.66:903,165
162.159.192.168:945,165
162.159.192.24:7152,165
162.159.192.16:4500,165
162.159.192.132:1074,165
162.159.192.152:1010,165
162.159.192.197:2506,165
162.159.192.69:854,165
162.159.192.11:7156,165
162.159.192.123:903,165
162.159.192.237:7156,165
162.159.192.169:968,165
162.159.192.243:942,165
162.159.192.65:7103,165
162.159.192.54:1002,165
162.159.192.91:903,165
162.159.192.101:8886,165
162.159.192.49:1387,165
162.159.192.73:942,165
162.159.192.8:943,165
162.159.192.146:934,165
162.159.192.77:7156,165
162.159.192.97:3138,165
162.159.192.235:903,165
162.159.192.46:5956,165
162.159.192.98:4177,165
162.159.192.245:908,165
162.159.192.190:5956,165
162.159.192.239:4198,165
162.159.192.129:3854,165
162.159.192.71:943,165
162.159.192.64:3581,165
162.159.192.247:8319,165
162.159.192.186:891,165
162.159.192.87:934,165
162.159.192.197:7103,165
162.159.192.18:934,165
162.159.192.71:890,165
162.159.192.231:4198,165
162.159.192.37:928,165
162.159.192.155:7156,165
162.159.192.223:7103,165
162.159.192.44:864,165
162.159.192.233:8886,165
162.159.192.130:903,165
162.159.192.237:859,165
162.159.192.155:1002,165
162.159.192.84:908,166
162.159.192.220:878,166
162.159.192.134:1010,166
162.159.192.34:3581,166
162.159.192.37:5279,166
162.159.192.116:4500,166
162.159.192.75:8319,166
162.159.192.78:880,166
162.159.192.65:1010,166
162.159.192.85:1180,166
162.159.192.169:878,166
162.159.192.174:5279,166
162.159.192.201:1701,166
162.159.192.87:8886,166
162.159.192.113:968,166
162.159.192.8:1843,166
162.159.192.194:1074,166
162.159.192.251:8319,166
162.159.192.235:1180,166
162.159.192.182:2371,166
162.159.192.227:1070,166
162.159.192.24:891,166
162.159.192.72:903,166
162.159.192.92:891,166
162.159.192.219:4233,166
162.159.192.129:4500,166
162.159.192.248:1010,166
162.159.192.96:500,166
162.159.192.175:1014,166
162.159.192.73:4177,166
162.159.192.77:1074,166
162.159.192.32:934,166
162.159.192.243:859,166
162.159.192.73:7152,166
162.159.192.140:890,166
162.159.192.29:891,166
162.159.192.83:987,166
162.159.192.233:7103,166
162.159.192.107:880,166
162.159.192.147:8319,166
162.159.192.14:939,166
162.159.192.250:1074,166
162.159.192.216:500,166
162.159.192.89:934,166
162.159.192.164:880,166
162.159.192.116:946,166
162.159.192.242:1843,166
162.159.192.0:8886,166
162.159.192.17:928,166
162.159.192.221:1387,166
162.159.192.140:1074,166
162.159.192.84:7281,166
162.159.192.14:1018,166
162.159.192.128:934,166
162.159.192.143:4198,166
162.159.192.71:2371,166
162.159.192.130:908,166
162.159.192.33:8854,166
162.159.192.206:908,166
162.159.192.148:8886,166
162.159.192.182:1387,166
162.159.192.197:8319,166
162.159.192.104:859,166
162.159.192.156:1010,166
162.159.192.219:8742,166
162.159.192.131:928,166
162.159.192.98:854,166
162.159.192.194:3854,166
162.159.192.121:946,166
162.159.192.196:1180,166
162.159.192.37:880,166
162.159.192.236:864,166
162.159.192.8:500,166
162.159.192.203:3854,166
162.159.192.142:1010,166
162.159.192.219:934,166
162.159.192.12:894,166
162.159.192.71:3476,166
162.159.192.181:4500,166
162.159.192.182:903,166
162.159.192.228:859,166
162.159.192.157:1180,166
162.159.192.109:1002,166
162.159.192.237:2371,166
162.159.192.31:7103,166
162.159.192.72:4177,166
162.159.192.96:878,166
162.159.192.57:939,166
162.159.192.128:946,166
162.159.192.35:3581,166
162.159.192.63:880,166
162.159.192.175:1701,166
162.159.192.189:1002,166
162.159.192.217:1070,166
162.159.192.21:4500,166
162.159.192.239:8854,166
162.159.192.72:942,166
162.159.192.194:894,166
162.159.192.152:4233,166
162.159.192.54:1070,166
162.159.192.222:1070,166
162.159.192.36:8854,166
162.159.192.26:1074,166
162.159.192.215:864,166
162.159.192.200:2506,166
162.159.192.37:987,166
162.159.192.60:1014,166
162.159.192.170:903,166
162.159.192.203:5279,166
162.159.192.61:854,166
162.159.192.145:5279,166
162.159.192.244:988,166
162.159.192.244:939,166
162.159.192.223:864,166
162.159.192.221:8319,166
162.159.192.218:903,166
162.159.192.244:8319,166
162.159.192.98:943,166
162.159.192.213:2371,166
162.159.192.211:2371,166
162.159.192.157:4177,166
162.159.192.16:859,166
162.159.192.157:1010,166
162.159.192.8:946,166
162.159.192.105:4233,166
162.159.192.36:7281,166
162.159.192.169:894,166
162.159.192.196:908,166
162.159.192.169:943,166
162.159.192.87:7281,166
162.159.192.179:7559,166
162.159.192.196:987,166
162.159.192.139:4198,166
162.159.192.51:7281,166
162.159.192.134:7156,166
162.159.192.71:3854,166
162.159.192.26:2408,166
162.159.192.194:8886,166
162.159.192.121:2408,166
162.159.192.34:934,166
162.159.192.171:859,166
162.159.192.63:2371,166
162.159.192.136:928,166
162.159.192.34:1180,166
162.159.192.80:1018,166
162.159.192.245:946,166
162.159.192.253:864,166
162.159.192.248:880,166
162.159.192.12:1180,166
162.159.192.116:2506,166
162.159.192.237:1180,166
162.159.192.152:7559,166
162.159.192.17:4233,166
162.159.192.220:2506,166
162.159.192.33:880,166
162.159.192.244:3854,166
162.159.192.24:903,166
162.159.192.76:891,166
162.159.192.12:968,166
162.159.192.86:1180,166
162.159.192.94:4198,166
162.159.192.219:890,166
162.159.192.173:4177,166
162.159.192.206:1070,166
162.159.192.248:3138,166
162.159.192.247:3581,166
162.159.192.199:943,166
162.159.192.8:5956,166
162.159.192.55:7156,166
162.159.192.244:3138,166
162.159.192.91:7156,166
162.159.192.72:894,166
162.159.192.77:4177,166
162.159.192.50:4500,166
162.159.192.206:1074,166
162.159.192.216:1074,166
162.159.192.194:987,166
162.159.192.67:8854,166
162.159.192.189:878,166
162.159.192.24:5279,166
162.159.192.34:939,166
162.159.192.11:987,166
162.159.192.80:8742,166
162.159.192.155:1180,166
162.159.192.173:968,166
162.159.192.50:903,166
162.159.192.73:7156,166
162.159.192.128:8854,166
162.159.192.215:8319,166
162.159.192.94:859,166
162.159.192.171:8854,166
162.159.192.213:3138,166
162.159.192.250:864,166
162.159.192.171:3854,166
162.159.192.190:939,166
162.159.192.94:955,166
162.159.192.105:1002,166
162.159.192.104:3138,166
162.159.192.74:988,166
162.159.192.173:859,166
162.159.192.16:968,166
162.159.192.137:1843,166
162.159.192.69:880,166
162.159.192.70:1070,166
162.159.192.8:1701,166
162.159.192.183:8742,166
162.159.192.207:2371,166
162.159.192.94:8742,166
162.159.192.84:3854,166
162.159.192.150:1074,166
162.159.192.54:878,166
162.159.192.247:1018,166
162.159.192.27:5279,166
162.159.192.101:1014,166
162.159.192.101:1074,166
162.159.192.135:880,166
162.159.192.196:4198,166
162.159.192.21:934,166
162.159.192.53:4198,166
162.159.192.5:987,166
162.159.192.237:4198,166
162.159.192.213:1014,166
162.159.192.114:8742,166
162.159.192.237:1002,167
162.159.192.110:1701,167
162.159.192.62:1701,167
162.159.192.18:2506,167
162.159.192.89:4177,167
162.159.192.219:942,167
162.159.192.184:4500,167
162.159.192.184:8854,167
162.159.192.86:8319,167
162.159.192.43:945,167
162.159.192.118:1387,167
162.159.192.110:8886,167
162.159.192.38:3138,167
162.159.192.156:8742,167
162.159.192.120:878,167
162.159.192.111:1387,167
162.159.192.38:1701,167
162.159.192.172:3476,167
162.159.192.57:942,167
162.159.192.72:7281,167
162.159.192.70:908,167
162.159.192.196:1018,167
162.159.192.128:2371,167
162.159.192.196:8854,167
162.159.192.42:968,167
162.159.192.101:859,167
162.159.192.164:1002,167
162.159.192.111:928,167
162.159.192.71:864,167
162.159.192.202:4500,167
162.159.192.236:7152,167
162.159.192.63:890,167
162.159.192.182:1018,167
162.159.192.198:3854,167
162.159.192.161:500,167
162.159.192.161:1018,167
162.159.192.89:8319,167
162.159.192.155:3476,167
162.159.192.128:1074,167
162.159.192.112:3581,167
162.159.192.88:859,167
162.159.192.104:3581,167
162.159.192.86:4198,167
162.159.192.236:1701,167
162.159.192.35:891,167
162.159.192.220:1180,167
162.159.192.168:8319,167
162.159.192.219:7559,167
162.159.192.253:891,167
162.159.192.164:8319,167
162.159.192.88:1002,167
162.159.192.132:8319,167
162.159.192.240:908,167
162.159.192.214:5279,167
162.159.192.104:7281,167
162.159.192.189:854,167
162.159.192.84:4500,167
162.159.192.97:945,167
162.159.192.233:4177,167
162.159.192.220:4198,167
162.159.192.220:854,167
162.159.192.168:5279,167
162.159.192.97:8886,167
162.159.192.236:890,167
162.159.192.222:7156,167
162.159.192.223:2506,167
162.159.192.138:7152,167
162.159.192.59:891,167
162.159.192.218:500,167
162.159.192.74:880,167
162.159.192.236:5279,167
162.159.192.251:3138,167
162.159.192.89:7281,167
162.159.192.65:8319,167
162.159.192.155:1070,167
162.159.192.154:3854,167
162.159.192.42:7281,167
162.159.192.220:7281,167
162.159.192.55:968,167
162.159.192.159:1701,167
162.159.192.100:1002,167
162.159.192.105:864,167
162.159.192.162:8319,167
162.159.192.212:928,167
162.159.192.194:5279,167
162.159.192.35:4198,167
162.159.192.247:4198,167
162.159.192.5:903,167
162.159.192.145:8886,167
162.159.192.76:968,167
162.159.192.114:5279,167
162.159.192.37:4500,167
162.159.192.71:988,167
162.159.192.243:500,167
162.159.192.49:3138,167
162.159.192.198:880,167
162.159.192.105:1070,167
162.159.192.90:8886,167
162.159.192.90:1014,167
162.159.192.169:7559,167
162.159.192.36:4198,167
162.159.192.141:7103,167
162.159.192.174:3476,167
162.159.192.27:945,167
162.159.192.215:5956,167
162.159.192.252:891,167
162.159.192.134:3581,167
162.159.192.220:946,167
162.159.192.0:934,167
162.159.192.244:955,167
162.159.192.131:955,167
162.159.192.24:8319,167
162.159.192.97:500,167
162.159.192.202:934,167
162.159.192.66:3138,167
162.159.192.199:934,167
162.159.192.168:1070,167
162.159.192.84:859,167
162.159.192.31:5956,167
162.159.192.235:1010,167
162.159.192.225:4177,167
162.159.192.184:903,167
162.159.192.24:988,167
162.159.192.173:500,167
162.159.192.167:1180,167
162.159.192.71:8854,167
162.159.192.25:2408,167
162.159.192.234:7156,167
162.159.192.238:7103,167
162.159.192.159:4177,167
162.159.192.98:3581,167
162.159.192.43:1387,167
162.159.192.236:1843,167
162.159.192.174:864,167
162.159.192.227:3581,167
162.159.192.219:945,167
162.159.192.219:894,167
162.159.192.173:878,167
162.159.192.92:8742,167
162.159.192.231:2408,167
162.159.192.173:987,167
162.159.192.226:3476,167
162.159.192.49:7152,167
162.159.192.201:890,167
162.159.192.43:891,167
162.159.192.49:8886,167
162.159.192.28:934,167
162.159.192.189:894,167
162.159.192.161:968,167
162.159.192.244:854,167
162.159.192.96:1018,167
162.159.192.45:3854,167
162.159.192.246:3854,167
162.159.192.139:945,167
162.159.192.72:945,167
162.159.192.151:4233,167
162.159.192.85:1074,167
162.159.192.230:1701,167
162.159.192.30:7156,167
162.159.192.196:880,167
162.159.192.38:4198,168
162.159.192.237:864,168
162.159.192.78:4198,168
162.159.192.230:3581,168
162.159.192.23:8742,168
162.159.192.68:878,168
162.159.192.29:1701,168
162.159.192.43:903,168
162.159.192.142:942,168
162.159.192.118:854,168
162.159.192.54:1074,168
162.159.192.238:3476,168
162.159.192.21:880,168
162.159.192.36:955,168
162.159.192.107:903,168
162.159.192.131:2506,168
162.159.192.104:1074,168
162.159.192.251:3854,168
162.159.192.14:2408,168
162.159.192.247:934,168
162.159.192.152:8886,168
162.159.192.209:500,168
162.159.192.186:4177,168
162.159.192.88:2506,168
162.159.192.107:5279,168
162.159.192.221:4198,168
162.159.192.243:7152,168
162.159.192.183:500,168
162.159.192.217:5956,168
162.159.192.39:2371,168
162.159.192.168:500,168
162.159.192.196:4177,168
162.159.192.72:854,168
162.159.192.245:500,168
162.159.192.31:903,168
162.159.192.172:891,168
162.159.192.129:7103,168
162.159.192.58:7152,168
162.159.192.27:859,168
162.159.192.200:1180,168
162.159.192.224:1843,168
162.159.192.72:8854,168
162.159.192.56:878,168
162.159.192.65:943,168
162.159.192.104:864,168
162.159.192.140:7152,168
162.159.192.248:7103,168
162.159.192.107:1180,168
162.159.192.104:500,168
162.159.192.50:3138,168
162.159.192.230:8854,168
162.159.192.49:878,168
162.159.192.244:7559,168
162.159.192.242:4500,168
162.159.192.174:8854,168
162.159.192.21:945,168
162.159.192.166:1843,168
162.159.192.151:4198,168
162.159.192.217:1074,168
162.159.192.244:908,168
162.159.192.114:854,168
162.159.192.52:864,168
162.159.192.66:894,168
162.159.192.99:908,168
162.159.192.24:2408,168
162.159.192.169:934,168
162.159.192.219:854,168
162.159.192.65:2408,168
162.159.192.221:1002,168
162.159.192.38:4177,168
162.159.192.45:880,168
162.159.192.16:3854,168
162.159.192.69:2371,168
162.159.192.106:8742,168
162.159.192.71:7152,168
162.159.192.135:2506,168
162.159.192.222:928,168
162.159.192.59:878,168
162.159.192.39:1843,168
162.159.192.62:1074,168
162.159.192.155:4233,168
162.159.192.252:955,168
162.159.192.237:894,168
162.159.192.158:903,168
162.159.192.183:8854,168
162.159.192.222:4233,168
162.159.192.141:942,168
162.159.192.168:859,168
162.159.192.33:939,168
162.159.192.167:4500,168
162.159.192.200:4198,168
162.159.192.200:987,168
162.159.192.220:939,168
162.159.192.8:7281,168
162.159.192.227:1701,168
162.159.192.235:3581,168
162.159.192.233:934,168
162.159.192.219:908,168
162.159.192.226:3854,168
162.159.192.50:890,168
162.159.192.228:854,168
162.159.192.247:1002,168
162.159.192.209:8742,168
162.159.192.5:854,168
162.159.192.92:1002,168
162.159.192.162:890,168
162.159.192.252:4177,168
162.159.192.181:878,168
162.159.192.54:3138,168
162.159.192.196:988,168
162.159.192.80:1843,168
162.159.192.181:891,168
162.159.192.220:3138,168
162.159.192.77:7152,168
162.159.192.70:1701,168
162.159.192.152:4177,168
162.159.192.107:891,168
162.159.192.101:3138,168
162.159.192.154:1018,168
162.159.192.90:1180,168
162.159.192.81:903,168
162.159.192.170:1387,168
162.159.192.244:943,168
162.159.192.69:946,168
162.159.192.50:4177,168
162.159.192.84:864,168
162.159.192.13:8886,168
162.159.192.250:1387,168
162.159.192.104:1843,168
162.159.192.88:4233,168
162.159.192.240:880,168
162.159.192.65:3581,168
162.159.192.199:500,168
162.159.192.249:1387,168
162.159.192.197:2408,168
162.159.192.46:1701,168
162.159.192.231:988,168
162.159.192.16:908,168
162.159.192.169:8854,168
162.159.192.224:8854,168
162.159.192.178:4198,168
162.159.192.27:946,168
162.159.192.233:7156,168
162.159.192.168:4198,168
162.159.192.223:7152,169
162.159.192.132:4198,169
162.159.192.30:942,169
162.159.192.43:7281,169
162.159.192.40:8742,169
162.159.192.158:1002,169
162.159.192.251:878,169
162.159.192.113:1070,169
162.159.192.171:1701,169
162.159.192.140:1070,169
162.159.192.16:934,169
162.159.192.189:942,169
162.159.192.11:878,169
162.159.192.39:1070,169
162.159.192.65:7156,169
162.159.192.138:928,169
162.159.192.81:1074,169
162.159.192.45:8319,169
162.159.192.109:1387,169
162.159.192.171:7152,169
162.159.192.145:1074,169
162.159.192.69:1010,169
162.159.192.44:1018,169
162.159.192.178:8854,169
162.159.192.218:7103,169
162.159.192.116:2408,169
162.159.192.212:943,169
162.159.192.81:939,169
162.159.192.134:1014,169
162.159.192.87:1010,169
162.159.192.159:942,169
162.159.192.236:1074,169
162.159.192.55:987,169
162.159.192.156:1387,169
162.159.192.254:2371,169
162.159.192.106:1074,169
162.159.192.224:4177,169
162.159.192.76:1070,169
162.159.192.168:2506,169
162.159.192.233:1002,169
162.159.192.104:945,169
162.159.192.251:854,169
162.159.192.219:2371,169
162.159.192.114:3854,169
162.159.192.76:928,169
162.159.192.217:3138,169
162.159.192.167:891,169
162.159.192.145:854,169
162.159.192.177:1843,169
162.159.192.161:854,169
162.159.192.158:7103,169
162.159.192.145:7281,169
162.159.192.205:943,169
162.159.192.199:8886,169
162.159.192.134:891,169
162.159.192.71:946,169
162.159.192.75:891,169
162.159.192.63:5279,169
162.159.192.141:894,169
162.159.192.45:955,169
162.159.192.42:4198,169
162.159.192.57:8854,169
162.159.192.58:500,169
162.159.192.24:2506,169
162.159.192.254:5279,169
162.159.192.84:3581,169
162.159.192.98:7156,169
162.159.192.86:2371,169
162.159.192.213:945,169
162.159.192.98:7281,169
162.159.192.80:903,169
162.159.192.44:1701,169
162.159.192.83:8886,169
162.159.192.205:864,169
162.159.192.182:968,169
162.159.192.72:928,169
162.159.192.167:8886,169
162.159.192.32:7103,169
162.159.192.112:864,169
162.159.192.230:5956,169
162.159.192.19:3854,169
162.159.192.84:955,169
162.159.192.96:2371,169
162.159.192.81:1002,169
162.159.192.157:955,169
162.159.192.220:864,169
162.159.192.99:1387,169
162.159.192.17:8742,169
162.159.192.98:880,169
162.159.192.55:4500,169
162.159.192.43:1843,169
162.159.192.65:955,169
162.159.192.200:7559,169
162.159.192.173:955,169
162.159.192.171:908,169
162.159.192.71:1070,169
162.159.192.128:5279,169
162.159.192.57:7559,169
162.159.192.33:8742,169
162.159.192.219:968,169
162.159.192.174:968,169
162.159.192.229:8319,169
162.159.192.236:4198,169
162.159.192.138:903,169
162.159.192.89:1180,169
162.159.192.33:988,169
162.159.192.172:988,169
162.159.192.72:946,169
162.159.192.173:7281,169
162.159.192.80:7152,169
162.159.192.70:1074,169
162.159.192.105:945,169
162.159.192.46:908,169
162.159.192.42:1010,169
162.159.192.79:7156,169
162.159.192.63:1018,169
162.159.192.75:5956,169
162.159.192.157:7156,169
162.159.192.62:7281,169
162.159.192.169:1701,169
162.159.192.204:2371,169
162.159.192.138:1018,169
162.159.192.86:3581,169
162.159.192.166:1018,169
162.159.192.239:3476,169
162.159.192.72:988,169
162.159.192.47:880,169
162.159.192.172:894,169
162.159.192.72:1018,169
162.159.192.222:942,169
162.159.192.100:8742,169
162.159.192.29:2506,169
162.159.192.42:1070,169
162.159.192.31:8854,169
162.159.192.91:8742,169
162.159.192.31:4233,169
162.159.192.34:2371,169
162.159.192.138:8886,169
162.159.192.209:5956,169
162.159.192.171:4198,169
162.159.192.34:8886,169
162.159.192.142:7103,169
162.159.192.36:1018,169
162.159.192.212:2371,169
162.159.192.60:939,169
162.159.192.152:1074,169
162.159.192.189:1014,169
162.159.192.169:2506,169
162.159.192.65:854,169
162.159.192.217:1018,169
162.159.192.230:987,169
162.159.192.91:3138,170
162.159.192.37:878,170
162.159.192.235:946,170
162.159.192.170:928,170
162.159.192.29:8742,170
162.159.192.87:4177,170
162.159.192.94:945,170
162.159.192.184:5956,170
162.159.192.33:2408,170
162.159.192.34:894,170
162.159.192.11:1010,170
162.159.192.50:864,170
162.159.192.118:939,170
162.159.192.207:1010,170
162.159.192.192:500,170
162.159.192.85:968,170
162.159.192.193:7281,170
162.159.192.23:987,170
162.159.192.55:7152,170
162.159.192.199:968,170
162.159.192.36:3476,170
162.159.192.173:942,170
162.159.192.50:2371,170
162.159.192.38:1010,170
162.159.192.104:1014,170
162.159.192.89:1014,170
162.159.192.149:3854,170
162.159.192.197:1070,170
162.159.192.93:946,170
162.159.192.136:8854,170
162.159.192.70:1018,170
162.159.192.191:942,170
162.159.192.44:859,170
162.159.192.181:946,170
162.159.192.112:987,170
162.159.192.42:880,170
162.159.192.132:939,170
162.159.192.234:1387,170
162.159.192.240:4233,170
162.159.192.155:1010,170
162.159.192.207:1701,170
162.159.192.70:928,170
162.159.192.218:968,170
162.159.192.92:939,170
162.159.192.222:8319,170
162.159.192.66:8319,170
162.159.192.17:945,170
162.159.192.44:5956,170
162.159.192.115:4198,170
162.159.192.104:4198,170
162.159.192.101:987,170
162.159.192.252:903,170
162.159.192.140:955,170
162.159.192.115:3854,170
162.159.192.162:1074,170
162.159.192.200:8319,170
162.159.192.168:7152,170
162.159.192.155:968,170
162.159.192.232:1387,170
162.159.192.29:4177,170
162.159.192.68:988,170
162.159.192.52:8886,170
162.159.192.38:988,170
162.159.192.248:928,170
162.159.192.146:894,170
162.159.192.244:968,170
162.159.192.190:2506,170
162.159.192.38:8854,170
162.159.192.35:908,170
162.159.192.58:903,170
162.159.192.16:946,170
162.159.192.160:945,170
162.159.192.214:1074,170
162.159.192.177:987,170
162.159.192.72:934,170
162.159.192.85:934,170
162.159.192.0:1843,170
162.159.192.172:908,170
162.159.192.203:7156,170
162.159.192.200:945,170
162.159.192.218:942,170
162.159.192.17:3854,170
162.159.192.142:891,170
162.159.192.110:7156,170
162.159.192.58:968,170
162.159.192.243:928,170
162.159.192.0:4500,170
162.159.192.41:945,170
162.159.192.43:7156,170
162.159.192.38:1002,170
162.159.192.182:1010,170
162.159.192.92:3581,170
162.159.192.249:7156,170
162.159.192.237:946,170
162.159.192.29:945,170
162.159.192.76:4198,170
162.159.192.226:1018,170
162.159.192.162:3854,170
162.159.192.191:8854,170
162.159.192.130:859,170
162.159.192.25:8319,170
162.159.192.219:903,170
162.159.192.142:1018,170
162.159.192.245:4500,170
162.159.192.161:4500,170
162.159.192.147:4500,170
162.159.192.237:903,170
162.159.192.249:945,170
162.159.192.94:5279,170
162.159.192.183:5279,170
