IP:PORT,Delay(ms)
162.159.192.252:7559,157
162.159.192.136:854,157
162.159.192.201:955,157
162.159.192.200:8742,157
162.159.192.97:4233,157
162.159.192.92:1014,157
162.159.192.65:988,157
162.159.192.148:1387,157
162.159.192.140:864,157
162.159.192.204:864,157
162.159.192.199:894,157
162.159.192.172:1180,157
162.159.192.226:1180,157
162.159.192.246:859,157
162.159.192.105:890,157
162.159.192.228:8742,157
162.159.192.95:1014,157
162.159.192.141:3138,157
162.159.192.42:854,157
162.159.192.234:878,157
162.159.192.162:1180,157
162.159.192.56:1180,157
162.159.192.201:8319,157
162.159.192.207:7156,157
162.159.192.26:968,157
162.159.192.179:4198,157
162.159.192.223:943,157
162.159.192.35:955,157
162.159.192.236:1387,157
162.159.192.0:8319,157
162.159.192.8:891,157
162.159.192.18:2371,157
162.159.192.13:8319,157
162.159.192.120:1014,157
162.159.192.161:7559,157
162.159.192.234:8854,157
162.159.192.108:3138,157
162.159.192.139:968,157
162.159.192.100:7559,157
162.159.192.53:955,157
162.159.192.184:854,157
162.159.192.177:939,157
162.159.192.249:4500,157
162.159.192.237:7103,157
162.159.192.5:1843,157
162.159.192.18:945,157
162.159.192.31:1070,157
162.159.192.14:946,157
162.159.192.8:854,157
162.159.192.34:1010,157
162.159.192.98:1843,157
162.159.192.106:2408,157
162.159.192.177:3138,157
162.159.192.59:3854,157
162.159.192.160:859,157
162.159.192.169:4233,157
162.159.192.68:934,157
162.159.192.249:500,157
162.159.192.113:7103,157
162.159.192.147:7103,157
162.159.192.242:4198,157
162.159.192.120:894,157
162.159.192.201:934,157
162.159.192.65:8854,157
162.159.192.72:3581,157
162.159.192.120:880,157
162.159.192.121:859,158
162.159.192.234:7559,158
162.159.192.97:854,158
162.159.192.81:891,158
162.159.192.81:854,158
162.159.192.142:1070,158
162.159.192.16:3138,158
162.159.192.251:988,158
162.159.192.112:7281,158
162.159.192.134:939,158
162.159.192.153:7152,158
162.159.192.232:8886,158
162.159.192.201:1014,158
162.159.192.225:854,158
162.159.192.66:5956,158
162.159.192.11:8854,158
162.159.192.46:1002,158
162.159.192.162:500,158
162.159.192.228:7156,158
162.159.192.0:1070,158
162.159.192.121:1002,158
162.159.192.185:1074,158
162.159.192.143:942,158
162.159.192.12:8886,158
162.159.192.154:8742,158
162.159.192.42:934,158
162.159.192.224:7559,158
162.159.192.94:2408,158
162.159.192.129:8319,158
162.159.192.121:8854,158
162.159.192.160:4233,158
162.159.192.125:864,158
162.159.192.78:942,158
162.159.192.132:3476,158
162.159.192.66:880,158
162.159.192.192:903,158
162.159.192.160:3581,158
162.159.192.42:1180,158
162.159.192.99:1843,158
162.159.192.45:3476,158
162.159.192.244:1843,158
162.159.192.205:1014,158
162.159.192.81:890,158
162.159.192.166:7156,158
162.159.192.35:890,158
162.159.192.30:7152,158
162.159.192.107:946,158
162.159.192.21:859,158
162.159.192.206:955,158
162.159.192.139:2408,158
162.159.192.170:987,158
162.159.192.69:4500,158
162.159.192.28:988,158
162.159.192.54:3581,158
162.159.192.190:3476,158
162.159.192.207:500,158
162.159.192.16:1070,158
162.159.192.148:1180,158
162.159.192.224:2506,158
162.159.192.78:8886,158
162.159.192.236:500,158
162.159.192.20:4233,158
162.159.192.191:2506,158
162.159.192.92:7281,158
162.159.192.14:1070,158
162.159.192.206:5279,158
162.159.192.179:1701,158
162.159.192.33:7103,158
162.159.192.141:939,158
162.159.192.200:7103,158
162.159.192.92:903,158
162.159.192.211:939,158
162.159.192.69:859,158
162.159.192.151:4177,158
162.159.192.251:3476,158
162.159.192.211:890,158
162.159.192.128:864,158
162.159.192.26:4500,158
162.159.192.158:3138,158
162.159.192.184:1014,158
162.159.192.91:988,158
162.159.192.109:968,158
162.159.192.200:891,158
162.159.192.128:894,158
162.159.192.134:2506,158
162.159.192.232:854,158
162.159.192.195:928,158
162.159.192.230:3476,158
162.159.192.79:903,158
162.159.192.162:3581,158
162.159.192.218:4177,158
162.159.192.40:1002,158
162.159.192.172:2408,158
162.159.192.135:8886,158
162.159.192.33:1701,158
162.159.192.251:2371,158
162.159.192.113:880,158
162.159.192.175:2371,158
162.159.192.205:2506,158
162.159.192.29:1180,158
162.159.192.72:1074,158
162.159.192.232:943,158
162.159.192.252:908,158
162.159.192.147:1180,158
162.159.192.140:891,158
162.159.192.227:908,158
162.159.192.84:8742,158
162.159.192.191:8319,158
162.159.192.71:1002,158
162.159.192.121:1014,158
162.159.192.164:2371,158
162.159.192.146:3854,158
162.159.192.242:3854,158
162.159.192.141:864,158
162.159.192.33:943,158
162.159.192.63:1843,158
162.159.192.106:4233,158
162.159.192.91:939,158
162.159.192.14:4233,158
162.159.192.247:1843,158
162.159.192.175:8742,158
162.159.192.162:1018,158
162.159.192.112:1002,158
162.159.192.28:3476,158
162.159.192.184:7156,158
162.159.192.48:939,158
162.159.192.224:4233,158
162.159.192.14:987,158
162.159.192.210:4177,158
162.159.192.196:7103,158
162.159.192.118:500,158
162.159.192.95:1070,158
162.159.192.79:859,158
162.159.192.220:2371,158
162.159.192.242:903,158
162.159.192.170:1002,158
162.159.192.234:2408,158
162.159.192.175:8319,158
162.159.192.92:7156,158
162.159.192.126:894,158
162.159.192.171:1014,158
162.159.192.49:854,158
162.159.192.47:854,158
162.159.192.247:8886,158
162.159.192.131:3476,158
162.159.192.34:1018,158
162.159.192.109:5279,158
162.159.192.135:7152,158
162.159.192.79:988,158
162.159.192.69:3476,158
162.159.192.160:903,158
162.159.192.192:7559,158
162.159.192.127:859,158
162.159.192.118:7103,158
162.159.192.106:4500,158
162.159.192.141:1387,158
162.159.192.218:2371,158
162.159.192.85:500,158
162.159.192.35:1387,158
162.159.192.75:1387,158
162.159.192.224:8742,158
162.159.192.196:878,158
162.159.192.179:4500,158
162.159.192.150:7152,158
162.159.192.126:4233,158
162.159.192.110:2408,158
162.159.192.136:908,158
162.159.192.170:988,158
162.159.192.234:7103,158
162.159.192.97:8319,158
162.159.192.19:894,158
162.159.192.122:955,158
162.159.192.165:988,158
162.159.192.150:5956,158
162.159.192.18:1074,158
162.159.192.145:1014,158
162.159.192.195:4198,158
162.159.192.21:1387,158
162.159.192.122:945,158
162.159.192.212:8854,158
162.159.192.26:903,158
162.159.192.47:8742,158
162.159.192.31:2371,158
162.159.192.252:1010,158
162.159.192.162:1387,158
162.159.192.148:7281,158
162.159.192.65:890,158
162.159.192.225:1387,158
162.159.192.191:943,158
162.159.192.141:4177,158
162.159.192.193:880,158
162.159.192.128:1010,158
162.159.192.177:864,158
162.159.192.185:1002,158
162.159.192.90:934,158
162.159.192.223:1180,158
162.159.192.99:1002,158
162.159.192.53:1070,158
162.159.192.28:8886,158
162.159.192.128:4500,158
162.159.192.200:908,158
162.159.192.212:864,158
162.159.192.22:1843,158
162.159.192.18:7156,158
162.159.192.50:7103,158
162.159.192.210:500,158
162.159.192.78:7281,158
162.159.192.205:894,158
162.159.192.24:1701,158
162.159.192.84:943,158
162.159.192.53:943,158
162.159.192.70:854,158
162.159.192.190:4177,158
162.159.192.179:7281,158
162.159.192.136:7156,158
162.159.192.15:500,158
162.159.192.248:7156,158
162.159.192.182:891,158
162.159.192.151:3581,158
162.159.192.249:1018,158
162.159.192.139:7559,158
162.159.192.12:4233,158
162.159.192.120:7103,158
162.159.192.134:8854,158
162.159.192.186:3854,158
162.159.192.41:890,158
162.159.192.195:8886,158
162.159.192.111:500,158
162.159.192.142:955,158
162.159.192.130:5279,158
162.159.192.247:955,158
162.159.192.113:942,158
162.159.192.144:3476,158
162.159.192.204:1002,158
162.159.192.247:903,158
162.159.192.125:7281,158
162.159.192.92:878,158
162.159.192.18:1701,158
162.159.192.196:1074,158
162.159.192.174:894,158
162.159.192.100:7152,158
162.159.192.11:7152,158
162.159.192.92:928,158
162.159.192.242:1070,158
162.159.192.83:3581,158
162.159.192.35:1002,158
162.159.192.178:1014,158
162.159.192.26:864,158
162.159.192.0:928,158
162.159.192.223:946,158
162.159.192.184:4177,158
162.159.192.218:4198,158
162.159.192.214:988,158
162.159.192.16:878,158
162.159.192.247:987,158
162.159.192.184:987,158
162.159.192.148:864,158
162.159.192.246:1002,158
162.159.192.121:943,158
162.159.192.114:1018,158
162.159.192.106:1018,158
162.159.192.210:928,158
162.159.192.200:1010,158
162.159.192.211:891,158
162.159.192.179:7103,158
162.159.192.222:1180,159
162.159.192.195:5279,159
162.159.192.118:8319,159
162.159.192.168:1387,159
162.159.192.109:1074,159
162.159.192.87:988,159
162.159.192.224:987,159
162.159.192.39:1180,159
162.159.192.79:1074,159
162.159.192.125:955,159
162.159.192.137:500,159
162.159.192.143:955,159
162.159.192.225:2371,159
162.159.192.50:1074,159
162.159.192.211:908,159
162.159.192.88:891,159
162.159.192.213:4233,159
162.159.192.69:8886,159
162.159.192.75:5279,159
162.159.192.165:8854,159
162.159.192.148:945,159
162.159.192.127:8886,159
162.159.192.240:2371,159
162.159.192.86:1070,159
162.159.192.168:1074,159
162.159.192.223:939,159
162.159.192.239:8319,159
162.159.192.79:1002,159
162.159.192.29:946,159
162.159.192.16:2506,159
162.159.192.35:928,159
162.159.192.35:942,159
162.159.192.227:955,159
162.159.192.122:1010,159
162.159.192.109:8319,159
162.159.192.44:2506,159
162.159.192.104:939,159
162.159.192.242:7559,159
162.159.192.184:8886,159
162.159.192.72:968,159
162.159.192.97:1180,159
162.159.192.222:864,159
162.159.192.213:942,159
162.159.192.198:891,159
162.159.192.35:7103,159
162.159.192.35:903,159
162.159.192.47:943,159
162.159.192.67:5279,159
162.159.192.19:7559,159
162.159.192.130:1387,159
162.159.192.26:987,159
162.159.192.131:934,159
162.159.192.197:1014,159
162.159.192.114:8319,159
162.159.192.231:3854,159
162.159.192.101:880,159
162.159.192.155:903,159
162.159.192.122:1070,159
162.159.192.18:854,159
162.159.192.140:7281,159
162.159.192.19:891,159
162.159.192.52:880,159
162.159.192.87:1701,159
162.159.192.55:4177,159
162.159.192.59:7103,159
162.159.192.251:1387,159
162.159.192.129:2408,159
162.159.192.148:903,159
162.159.192.147:7559,159
162.159.192.47:987,159
162.159.192.50:891,159
162.159.192.72:891,159
162.159.192.141:943,159
162.159.192.227:946,159
162.159.192.138:1387,159
162.159.192.40:7559,159
162.159.192.140:946,159
162.159.192.179:2371,159
162.159.192.252:1018,159
162.159.192.122:987,159
162.159.192.82:945,159
162.159.192.86:8854,159
162.159.192.210:955,159
162.159.192.161:8886,159
162.159.192.213:946,159
162.159.192.203:903,159
162.159.192.192:2371,159
162.159.192.185:8886,159
162.159.192.12:891,159
162.159.192.162:7559,159
162.159.192.37:945,159
162.159.192.145:859,159
162.159.192.250:894,159
162.159.192.100:942,159
162.159.192.212:1180,159
162.159.192.137:1014,159
162.159.192.201:928,159
162.159.192.51:5279,159
162.159.192.84:928,159
162.159.192.168:1014,159
162.159.192.206:8886,159
162.159.192.28:5279,159
162.159.192.195:1180,159
162.159.192.113:1701,159
162.159.192.70:945,159
162.159.192.190:1002,159
162.159.192.62:1180,159
162.159.192.81:880,159
162.159.192.202:4233,159
162.159.192.197:1387,159
162.159.192.193:4233,159
162.159.192.218:987,159
162.159.192.222:1387,159
162.159.192.190:7156,159
162.159.192.237:5956,159
162.159.192.234:5956,159
162.159.192.230:1002,159
162.159.192.202:1843,159
162.159.192.35:864,159
162.159.192.205:891,159
162.159.192.165:943,159
162.159.192.100:891,159
162.159.192.192:1018,159
162.159.192.70:939,159
162.159.192.104:3476,159
162.159.192.137:1018,159
162.159.192.223:8319,159
162.159.192.208:1180,159
162.159.192.37:2408,159
162.159.192.208:968,159
162.159.192.5:890,159
162.159.192.47:894,159
162.159.192.136:864,159
162.159.192.211:1014,159
162.159.192.115:1387,159
162.159.192.158:8742,159
162.159.192.100:500,159
162.159.192.26:1701,159
162.159.192.196:890,159
162.159.192.173:4500,159
162.159.192.86:2506,159
162.159.192.52:903,159
162.159.192.112:1014,159
162.159.192.185:7152,159
162.159.192.104:2408,159
162.159.192.82:7559,159
162.159.192.168:8742,159
162.159.192.160:894,159
162.159.192.195:8742,159
162.159.192.27:3138,159
162.159.192.167:4177,159
162.159.192.101:968,159
162.159.192.93:8319,159
162.159.192.101:1387,159
162.159.192.173:988,159
162.159.192.23:859,159
162.159.192.237:988,159
162.159.192.87:3138,159
162.159.192.128:859,159
162.159.192.122:1701,159
162.159.192.28:854,159
162.159.192.110:934,159
162.159.192.80:500,159
162.159.192.14:8319,159
162.159.192.5:7156,159
162.159.192.73:934,159
162.159.192.125:8854,159
162.159.192.244:2408,159
162.159.192.160:7152,159
162.159.192.157:945,159
162.159.192.158:908,159
162.159.192.34:2506,159
162.159.192.51:3476,159
162.159.192.171:8319,159
162.159.192.61:943,159
162.159.192.14:7281,159
162.159.192.243:903,159
162.159.192.11:1002,159
162.159.192.119:1074,159
162.159.192.174:1180,159
162.159.192.67:4233,159
162.159.192.178:1074,159
162.159.192.201:946,159
162.159.192.190:1180,159
162.159.192.232:859,159
162.159.192.25:880,159
162.159.192.96:939,159
162.159.192.39:8742,159
162.159.192.35:894,159
162.159.192.235:7152,159
162.159.192.184:3854,159
162.159.192.211:7103,159
162.159.192.106:3476,159
162.159.192.125:4233,159
162.159.192.126:7152,159
162.159.192.85:908,159
162.159.192.18:894,159
162.159.192.242:1018,159
162.159.192.243:943,159
162.159.192.113:7152,159
162.159.192.12:1018,159
162.159.192.179:8319,159
162.159.192.47:859,159
162.159.192.234:880,159
162.159.192.105:859,159
162.159.192.108:4500,159
162.159.192.13:943,159
162.159.192.93:1180,159
162.159.192.229:894,159
162.159.192.98:1018,159
162.159.192.220:943,159
162.159.192.55:1074,159
162.159.192.233:1014,159
162.159.192.58:1843,159
162.159.192.165:7156,159
162.159.192.28:8854,159
162.159.192.187:7103,159
162.159.192.61:8854,159
162.159.192.160:934,159
162.159.192.118:2506,159
162.159.192.146:1701,159
162.159.192.241:8742,159
162.159.192.92:500,159
162.159.192.58:4233,159
162.159.192.13:988,159
162.159.192.98:3854,159
162.159.192.137:987,159
162.159.192.160:7559,159
162.159.192.82:4500,159
162.159.192.220:8886,159
162.159.192.151:928,159
162.159.192.122:8854,159
162.159.192.82:943,159
162.159.192.172:987,159
162.159.192.247:500,159
162.159.192.206:864,159
162.159.192.39:890,159
162.159.192.69:934,159
162.159.192.137:928,159
162.159.192.250:1070,159
162.159.192.219:7103,159
162.159.192.32:859,159
162.159.192.251:8742,159
162.159.192.238:945,159
162.159.192.243:1070,159
162.159.192.223:854,159
162.159.192.215:908,159
162.159.192.22:1180,159
162.159.192.118:859,159
162.159.192.175:5279,159
162.159.192.163:903,159
162.159.192.85:939,159
162.159.192.233:945,159
162.159.192.251:894,159
162.159.192.209:946,159
162.159.192.115:928,159
162.159.192.135:3854,159
162.159.192.198:2371,159
162.159.192.139:891,159
162.159.192.104:4233,159
162.159.192.229:1010,159
162.159.192.158:7152,159
162.159.192.194:1010,159
162.159.192.223:2408,159
162.159.192.15:864,159
162.159.192.185:939,159
162.159.192.163:3476,159
162.159.192.245:8742,159
162.159.192.138:7281,159
162.159.192.192:5956,159
162.159.192.236:987,159
162.159.192.22:5279,159
162.159.192.152:500,159
162.159.192.253:1070,160
162.159.192.251:942,160
162.159.192.77:946,160
162.159.192.40:939,160
162.159.192.254:894,160
162.159.192.121:7103,160
162.159.192.201:3138,160
162.159.192.94:2371,160
162.159.192.96:3476,160
162.159.192.58:8742,160
162.159.192.80:891,160
162.159.192.85:3138,160
162.159.192.134:928,160
162.159.192.231:2371,160
162.159.192.20:2371,160
162.159.192.219:1002,160
162.159.192.206:1843,160
162.159.192.83:4233,160
162.159.192.82:968,160
162.159.192.32:1018,160
162.159.192.126:2408,160
162.159.192.120:891,160
162.159.192.28:7559,160
162.159.192.226:3581,160
162.159.192.58:934,160
162.159.192.209:939,160
162.159.192.162:5956,160
162.159.192.152:864,160
162.159.192.142:8886,160
162.159.192.13:5279,160
162.159.192.169:908,160
162.159.192.20:864,160
162.159.192.210:880,160
162.159.192.161:859,160
162.159.192.12:7103,160
162.159.192.146:1014,160
162.159.192.68:890,160
162.159.192.86:908,160
162.159.192.110:3854,160
162.159.192.88:943,160
162.159.192.61:5279,160
162.159.192.238:5956,160
162.159.192.243:939,160
162.159.192.46:1074,160
162.159.192.198:8886,160
162.159.192.135:3581,160
162.159.192.71:8319,160
162.159.192.154:4500,160
162.159.192.25:8742,160
162.159.192.51:1701,160
162.159.192.15:859,160
162.159.192.22:1701,160
162.159.192.108:859,160
162.159.192.155:942,160
162.159.192.58:939,160
162.159.192.149:880,160
162.159.192.99:1010,160
162.159.192.151:8854,160
162.159.192.218:1701,160
162.159.192.198:8319,160
162.159.192.203:955,160
162.159.192.198:955,160
162.159.192.251:955,160
162.159.192.141:987,160
162.159.192.216:891,160
162.159.192.223:988,160
162.159.192.55:1014,160
162.159.192.31:1701,160
162.159.192.187:7559,160
162.159.192.108:7103,160
162.159.192.11:864,160
162.159.192.89:1701,160
162.159.192.63:945,160
162.159.192.252:8319,160
162.159.192.121:968,160
162.159.192.160:500,160
162.159.192.145:7152,160
162.159.192.165:880,160
162.159.192.190:945,160
162.159.192.246:7152,160
162.159.192.71:955,160
162.159.192.134:7281,160
162.159.192.134:903,160
162.159.192.139:1070,160
162.159.192.165:3854,160
162.159.192.125:5956,160
162.159.192.198:4233,160
162.159.192.230:8886,160
162.159.192.125:987,160
162.159.192.160:7281,160
162.159.192.220:7152,160
162.159.192.129:934,160
162.159.192.195:1387,160
162.159.192.25:3476,160
162.159.192.209:945,160
162.159.192.122:2371,160
162.159.192.27:5956,160
162.159.192.41:7156,160
162.159.192.68:1018,160
162.159.192.131:8854,160
162.159.192.229:7152,160
162.159.192.132:928,160
162.159.192.195:946,160
162.159.192.56:1070,160
162.159.192.158:1014,160
162.159.192.28:1701,160
162.159.192.201:5956,160
162.159.192.253:7152,160
162.159.192.148:8319,160
162.159.192.176:1002,160
162.159.192.216:894,160
162.159.192.157:908,160
162.159.192.22:2371,160
162.159.192.13:7156,160
162.159.192.13:8742,160
162.159.192.116:934,160
162.159.192.32:2408,160
162.159.192.67:955,160
162.159.192.165:891,160
162.159.192.160:928,160
162.159.192.138:8854,160
162.159.192.163:859,160
162.159.192.129:880,160
162.159.192.122:7103,160
162.159.192.18:7152,160
162.159.192.58:1010,160
162.159.192.230:7152,160
162.159.192.233:903,160
162.159.192.89:1002,160
162.159.192.163:1701,160
162.159.192.20:1010,160
162.159.192.122:1002,160
162.159.192.15:2506,160
162.159.192.244:8854,160
162.159.192.205:854,160
162.159.192.61:894,160
162.159.192.198:7103,160
162.159.192.137:864,160
162.159.192.242:8886,160
162.159.192.175:945,160
162.159.192.77:934,160
162.159.192.171:894,160
162.159.192.52:4198,160
162.159.192.123:2371,160
162.159.192.147:939,160
162.159.192.51:987,160
162.159.192.52:4177,160
162.159.192.193:1002,160
162.159.192.220:3854,160
162.159.192.184:946,160
162.159.192.94:7281,160
162.159.192.250:7281,160
162.159.192.216:859,160
162.159.192.83:3854,160
162.159.192.178:854,160
162.159.192.187:945,160
162.159.192.68:880,160
162.159.192.77:2371,160
162.159.192.62:988,160
162.159.192.108:908,160
162.159.192.84:1180,160
162.159.192.62:945,160
162.159.192.162:7156,160
162.159.192.134:8742,160
162.159.192.12:2506,160
162.159.192.201:7103,160
162.159.192.250:8854,160
162.159.192.179:987,160
162.159.192.172:878,160
162.159.192.139:1701,160
162.159.192.27:943,160
162.159.192.154:942,160
162.159.192.105:1074,160
162.159.192.94:942,160
162.159.192.12:2371,160
162.159.192.100:2408,160
162.159.192.165:8742,160
162.159.192.51:1180,160
162.159.192.163:4198,160
162.159.192.204:854,160
162.159.192.52:8319,160
162.159.192.107:3854,160
162.159.192.171:987,160
162.159.192.56:8886,160
162.159.192.135:946,160
162.159.192.159:2371,160
162.159.192.248:946,160
162.159.192.192:955,160
162.159.192.125:3476,160
162.159.192.126:1070,160
162.159.192.91:8854,160
162.159.192.242:943,160
162.159.192.145:955,160
162.159.192.93:7281,160
162.159.192.54:1387,160
162.159.192.236:880,160
162.159.192.114:943,160
162.159.192.15:1843,160
162.159.192.58:7559,160
162.159.192.174:500,160
162.159.192.28:1002,160
162.159.192.25:955,160
162.159.192.252:1002,160
162.159.192.172:7152,160
162.159.192.99:903,160
162.159.192.202:955,160
162.159.192.161:939,160
162.159.192.26:945,160
162.159.192.202:928,160
162.159.192.139:942,160
162.159.192.221:987,160
162.159.192.198:4500,160
162.159.192.189:939,160
162.159.192.158:4233,160
162.159.192.193:1070,160
162.159.192.171:500,160
162.159.192.189:1701,160
162.159.192.245:942,160
162.159.192.93:1387,160
162.159.192.212:878,160
162.159.192.231:7103,160
162.159.192.15:988,160
162.159.192.58:988,160
162.159.192.56:1074,160
162.159.192.158:859,160
162.159.192.149:7156,160
162.159.192.214:1070,160
162.159.192.214:1014,160
162.159.192.125:894,160
162.159.192.253:3581,160
162.159.192.12:7152,160
162.159.192.14:1074,160
162.159.192.13:864,160
162.159.192.215:903,160
162.159.192.231:7281,160
162.159.192.126:4198,160
162.159.192.135:1701,160
162.159.192.225:988,160
162.159.192.194:859,160
162.159.192.240:894,160
162.159.192.64:8319,160
162.159.192.225:3581,160
162.159.192.187:894,160
162.159.192.235:864,160
162.159.192.149:878,160
162.159.192.22:988,160
162.159.192.92:2371,160
162.159.192.209:934,160
162.159.192.18:859,160
162.159.192.0:1018,160
162.159.192.151:1387,160
162.159.192.148:2506,160
162.159.192.25:7156,160
162.159.192.67:7281,160
162.159.192.165:1843,160
162.159.192.253:943,160
162.159.192.88:1180,160
162.159.192.22:854,160
162.159.192.68:987,160
162.159.192.225:939,160
162.159.192.99:7281,160
162.159.192.127:939,160
162.159.192.23:946,160
162.159.192.108:928,160
162.159.192.128:4233,160
162.159.192.167:928,160
162.159.192.104:1387,160
162.159.192.13:3581,160
162.159.192.246:968,160
162.159.192.12:943,160
162.159.192.88:5279,160
162.159.192.87:1018,160
162.159.192.95:3476,160
162.159.192.216:946,160
162.159.192.17:890,160
162.159.192.145:1180,160
162.159.192.173:4233,160
162.159.192.110:946,160
162.159.192.84:903,160
162.159.192.231:7152,160
162.159.192.57:8886,160
162.159.192.75:8742,160
162.159.192.150:987,161
162.159.192.230:880,161
162.159.192.75:1701,161
162.159.192.146:1010,161
162.159.192.230:7103,161
162.159.192.82:1014,161
162.159.192.79:7152,161
162.159.192.167:1010,161
162.159.192.43:864,161
162.159.192.232:3476,161
162.159.192.133:894,161
162.159.192.158:8886,161
162.159.192.83:988,161
162.159.192.35:880,161
162.159.192.111:3854,161
162.159.192.22:4177,161
162.159.192.83:864,161
162.159.192.107:4177,161
162.159.192.157:7103,161
162.159.192.57:1018,161
162.159.192.68:908,161
162.159.192.17:942,161
162.159.192.47:8854,161
162.159.192.192:1701,161
162.159.192.13:890,161
162.159.192.115:500,161
162.159.192.129:5956,161
162.159.192.216:2408,161
162.159.192.70:894,161
162.159.192.253:4233,161
162.159.192.202:1070,161
162.159.192.12:7156,161
162.159.192.106:4177,161
162.159.192.234:891,161
162.159.192.125:7152,161
162.159.192.35:5279,161
162.159.192.198:864,161
162.159.192.200:3854,161
162.159.192.192:2506,161
162.159.192.227:859,161
162.159.192.51:928,161
162.159.192.106:987,161
162.159.192.22:7281,161
162.159.192.206:1010,161
162.159.192.118:1843,161
162.159.192.229:3854,161
162.159.192.96:945,161
162.159.192.64:934,161
162.159.192.64:880,161
162.159.192.77:1010,161
162.159.192.228:3854,161
162.159.192.134:3854,161
162.159.192.52:4233,161
162.159.192.64:988,161
162.159.192.78:3138,161
162.159.192.187:1070,161
162.159.192.48:8319,161
162.159.192.179:1387,161
162.159.192.156:1070,161
162.159.192.17:908,161
162.159.192.178:5956,161
162.159.192.14:854,161
162.159.192.24:942,161
162.159.192.187:3476,161
162.159.192.41:946,161
162.159.192.67:500,161
162.159.192.217:4198,161
162.159.192.23:4198,161
162.159.192.147:859,161
162.159.192.106:942,161
162.159.192.208:908,161
162.159.192.118:1070,161
162.159.192.22:1018,161
162.159.192.41:2408,161
162.159.192.159:987,161
162.159.192.195:7281,161
162.159.192.58:1070,161
162.159.192.165:4500,161
162.159.192.130:946,161
162.159.192.229:2408,161
162.159.192.11:880,161
162.159.192.50:2408,161
162.159.192.28:1180,161
162.159.192.211:946,161
162.159.192.250:939,161
162.159.192.118:1074,161
162.159.192.239:2371,161
162.159.192.113:1014,161
162.159.192.138:988,161
162.159.192.18:8854,161
162.159.192.130:894,161
162.159.192.26:4198,161
162.159.192.121:3581,161
162.159.192.189:7559,161
162.159.192.179:2408,161
162.159.192.146:7281,161
162.159.192.118:942,161
162.159.192.147:4198,161
162.159.192.248:942,161
162.159.192.146:988,161
162.159.192.183:878,161
162.159.192.173:894,161
162.159.192.135:988,161
162.159.192.231:946,161
162.159.192.150:7281,161
162.159.192.209:1701,161
162.159.192.226:942,161
162.159.192.112:8742,161
162.159.192.208:4500,161
162.159.192.53:928,161
162.159.192.167:1014,161
162.159.192.149:939,161
162.159.192.120:3854,161
162.159.192.240:1014,161
162.159.192.223:8854,161
162.159.192.136:4233,161
162.159.192.51:1010,161
162.159.192.29:943,161
162.159.192.96:942,161
162.159.192.199:1387,161
162.159.192.22:3138,161
162.159.192.195:5956,161
162.159.192.93:890,161
162.159.192.129:1701,161
162.159.192.34:891,161
162.159.192.61:7281,161
162.159.192.52:1070,161
162.159.192.175:903,161
162.159.192.61:859,161
162.159.192.152:988,161
162.159.192.215:943,161
162.159.192.32:943,161
162.159.192.230:945,161
162.159.192.190:955,161
162.159.192.168:942,161
162.159.192.22:7156,161
162.159.192.252:2371,161
162.159.192.135:1387,161
162.159.192.207:7152,161
162.159.192.13:4500,161
162.159.192.120:5279,161
162.159.192.25:1387,161
162.159.192.115:854,161
162.159.192.179:500,161
162.159.192.254:987,161
162.159.192.138:3854,161
162.159.192.158:4177,161
162.159.192.25:968,161
162.159.192.49:4198,161
162.159.192.234:4500,161
162.159.192.201:859,161
162.159.192.126:2506,161
162.159.192.53:3581,161
162.159.192.41:3581,161
162.159.192.202:908,161
162.159.192.240:942,161
162.159.192.20:3476,161
162.159.192.56:928,161
162.159.192.183:1387,161
162.159.192.86:878,161
162.159.192.247:1387,161
162.159.192.125:859,161
162.159.192.67:928,161
162.159.192.116:859,161
162.159.192.42:1014,161
162.159.192.218:1002,161
162.159.192.107:2371,161
162.159.192.0:988,161
162.159.192.149:987,161
162.159.192.44:500,161
162.159.192.253:1387,161
162.159.192.151:1843,161
162.159.192.250:2371,161
162.159.192.155:1843,161
162.159.192.23:3476,161
162.159.192.131:988,161
162.159.192.67:934,161
162.159.192.76:3581,161
162.159.192.59:1843,161
162.159.192.107:8886,161
162.159.192.227:4177,161
162.159.192.250:945,161
162.159.192.181:928,161
162.159.192.240:988,161
162.159.192.12:3854,161
162.159.192.229:908,161
162.159.192.56:934,161
162.159.192.56:4500,161
162.159.192.135:5279,161
162.159.192.24:1014,161
162.159.192.129:943,161
162.159.192.127:943,161
162.159.192.184:1018,161
162.159.192.70:943,161
162.159.192.83:890,161
162.159.192.171:7103,161
162.159.192.136:5956,161
162.159.192.40:945,161
162.159.192.247:1010,161
162.159.192.109:988,161
162.159.192.213:1843,161
162.159.192.181:854,161
162.159.192.152:1701,161
162.159.192.53:1018,161
162.159.192.114:5956,161
162.159.192.230:928,161
162.159.192.249:7281,161
162.159.192.19:4500,161
162.159.192.163:4500,161
162.159.192.191:5279,161
162.159.192.145:2371,161
162.159.192.90:5279,161
162.159.192.178:894,161
162.159.192.205:1010,161
162.159.192.210:946,161
162.159.192.51:3138,161
162.159.192.127:8319,161
162.159.192.193:942,161
162.159.192.146:1387,161
162.159.192.140:8886,161
162.159.192.132:878,161
162.159.192.209:3854,161
162.159.192.51:4177,161
162.159.192.21:939,161
162.159.192.111:942,161
